"candidate","township","count","county"
"Yang, d","Meredith",35,"BELKNAP COUNTY"
"Scatter","Meredith",0,"BELKNAP COUNTY"
"Bennet, d","New Hampton",0,"BELKNAP COUNTY"
"Biden, d","New Hampton",35,"BELKNAP COUNTY"
"Booker, d","New Hampton",0,"BELKNAP COUNTY"
"Boyd, d","New Hampton",1,"BELKNAP COUNTY"
"Bullock, d","New Hampton",0,"BELKNAP COUNTY"
"Burke, d","New Hampton",0,"BELKNAP COUNTY"
"Buttigieg, d","New Hampton",167,"BELKNAP COUNTY"
"Castro, d","New Hampton",0,"BELKNAP COUNTY"
"De La Fuente, d","New Hampton",0,"BELKNAP COUNTY"
"Delaney, d","New Hampton",0,"BELKNAP COUNTY"
"Dunlap, d","New Hampton",1,"BELKNAP COUNTY"
"Ellinger, d","New Hampton",0,"BELKNAP COUNTY"
"Gabbard, d","New Hampton",18,"BELKNAP COUNTY"
"Gleiberman, d","New Hampton",0,"BELKNAP COUNTY"
"Greenstein, d","New Hampton",0,"BELKNAP COUNTY"
"Harris, d","New Hampton",1,"BELKNAP COUNTY"
"Hewes, d","New Hampton",0,"BELKNAP COUNTY"
"Klobuchar, d","New Hampton",97,"BELKNAP COUNTY"
"Koos, d","New Hampton",0,"BELKNAP COUNTY"
"Kraus, d","New Hampton",0,"BELKNAP COUNTY"
"Krichevsky, d","New Hampton",0,"BELKNAP COUNTY"
"Moroz, d","New Hampton",0,"BELKNAP COUNTY"
"Patrick, d","New Hampton",0,"BELKNAP COUNTY"
"Sanders, d","New Hampton",117,"BELKNAP COUNTY"
"Sestak, d","New Hampton",2,"BELKNAP COUNTY"
"Sloan, d","New Hampton",0,"BELKNAP COUNTY"
"Steyer, d","New Hampton",17,"BELKNAP COUNTY"
"Thistle, d","New Hampton",0,"BELKNAP COUNTY"
"Torgesen, d","New Hampton",0,"BELKNAP COUNTY"
"Warren, d","New Hampton",33,"BELKNAP COUNTY"
"Wells, d","New Hampton",0,"BELKNAP COUNTY"
"Williamson, d","New Hampton",0,"BELKNAP COUNTY"
"Yang, d","New Hampton",9,"BELKNAP COUNTY"
"Scatter","New Hampton",0,"BELKNAP COUNTY"
"Bennet, d","Sanbornton",1,"BELKNAP COUNTY"
"Biden, d","Sanbornton",49,"BELKNAP COUNTY"
"Booker, d","Sanbornton",1,"BELKNAP COUNTY"
"Boyd, d","Sanbornton",0,"BELKNAP COUNTY"
"Bullock, d","Sanbornton",0,"BELKNAP COUNTY"
"Burke, d","Sanbornton",0,"BELKNAP COUNTY"
"Buttigieg, d","Sanbornton",141,"BELKNAP COUNTY"
"Castro, d","Sanbornton",0,"BELKNAP COUNTY"
"De La Fuente, d","Sanbornton",0,"BELKNAP COUNTY"
"Delaney, d","Sanbornton",0,"BELKNAP COUNTY"
"Dunlap, d","Sanbornton",0,"BELKNAP COUNTY"
"Ellinger, d","Sanbornton",0,"BELKNAP COUNTY"
"Gabbard, d","Sanbornton",21,"BELKNAP COUNTY"
"Gleiberman, d","Sanbornton",0,"BELKNAP COUNTY"
"Greenstein, d","Sanbornton",0,"BELKNAP COUNTY"
"Harris, d","Sanbornton",0,"BELKNAP COUNTY"
"Hewes, d","Sanbornton",0,"BELKNAP COUNTY"
"Klobuchar, d","Sanbornton",139,"BELKNAP COUNTY"
"Koos, d","Sanbornton",1,"BELKNAP COUNTY"
"Kraus, d","Sanbornton",0,"BELKNAP COUNTY"
"Krichevsky, d","Sanbornton",0,"BELKNAP COUNTY"
"Moroz, d","Sanbornton",0,"BELKNAP COUNTY"
"Patrick, d","Sanbornton",1,"BELKNAP COUNTY"
"Sanders, d","Sanbornton",190,"BELKNAP COUNTY"
"Sestak, d","Sanbornton",0,"BELKNAP COUNTY"
"Sloan, d","Sanbornton",0,"BELKNAP COUNTY"
"Steyer, d","Sanbornton",28,"BELKNAP COUNTY"
"Thistle, d","Sanbornton",0,"BELKNAP COUNTY"
"Torgesen, d","Sanbornton",0,"BELKNAP COUNTY"
"Warren, d","Sanbornton",43,"BELKNAP COUNTY"
"Wells, d","Sanbornton",0,"BELKNAP COUNTY"
"Williamson, d","Sanbornton",0,"BELKNAP COUNTY"
"Yang, d","Sanbornton",8,"BELKNAP COUNTY"
"Scatter","Sanbornton",0,"BELKNAP COUNTY"
"Bennet, d","Tilton",1,"BELKNAP COUNTY"
"Biden, d","Tilton",50,"BELKNAP COUNTY"
"Booker, d","Tilton",1,"BELKNAP COUNTY"
"Boyd, d","Tilton",0,"BELKNAP COUNTY"
"Bullock, d","Tilton",0,"BELKNAP COUNTY"
"Burke, d","Tilton",0,"BELKNAP COUNTY"
"Buttigieg, d","Tilton",154,"BELKNAP COUNTY"
"Castro, d","Tilton",1,"BELKNAP COUNTY"
"De La Fuente, d","Tilton",0,"BELKNAP COUNTY"
"Delaney, d","Tilton",0,"BELKNAP COUNTY"
"Dunlap, d","Tilton",0,"BELKNAP COUNTY"
"Ellinger, d","Tilton",38,"BELKNAP COUNTY"
"Gabbard, d","Tilton",0,"BELKNAP COUNTY"
"Gleiberman, d","Tilton",0,"BELKNAP COUNTY"
"Greenstein, d","Tilton",0,"BELKNAP COUNTY"
"Harris, d","Tilton",0,"BELKNAP COUNTY"
"Hewes, d","Tilton",0,"BELKNAP COUNTY"
"Klobuchar, d","Tilton",134,"BELKNAP COUNTY"
"Koos, d","Tilton",0,"BELKNAP COUNTY"
"Kraus, d","Tilton",0,"BELKNAP COUNTY"
"Krichevsky, d","Tilton",0,"BELKNAP COUNTY"
"Moroz, d","Tilton",0,"BELKNAP COUNTY"
"Patrick, d","Tilton",1,"BELKNAP COUNTY"
"Sanders, d","Tilton",171,"BELKNAP COUNTY"
"Sestak, d","Tilton",1,"BELKNAP COUNTY"
"Sloan, d","Tilton",0,"BELKNAP COUNTY"
"Steyer, d","Tilton",36,"BELKNAP COUNTY"
"Thistle, d","Tilton",0,"BELKNAP COUNTY"
"Torgesen, d","Tilton",0,"BELKNAP COUNTY"
"Warren, d","Tilton",51,"BELKNAP COUNTY"
"Wells, d","Tilton",0,"BELKNAP COUNTY"
"Williamson, d","Tilton",0,"BELKNAP COUNTY"
"Yang, d","Tilton",10,"BELKNAP COUNTY"
"Scatter","Tilton",0,"BELKNAP COUNTY"
"Bennet, d","Albany",0,"CARROLL COUNTY"
"Biden, d","Albany",10,"CARROLL COUNTY"
"Booker, d","Albany",0,"CARROLL COUNTY"
"Boyd, d","Albany",0,"CARROLL COUNTY"
"Bullock, d","Albany",0,"CARROLL COUNTY"
"Burke, d","Albany",0,"CARROLL COUNTY"
"Buttigieg, d","Albany",29,"CARROLL COUNTY"
"Castro, d","Albany",0,"CARROLL COUNTY"
"De La Fuente, d","Albany",0,"CARROLL COUNTY"
"Delaney, d","Albany",0,"CARROLL COUNTY"
"Dunlap, d","Albany",0,"CARROLL COUNTY"
"Ellinger, d","Albany",0,"CARROLL COUNTY"
"Gabbard, d","Albany",8,"CARROLL COUNTY"
"Gleiberman, d","Albany",0,"CARROLL COUNTY"
"Greenstein, d","Albany",0,"CARROLL COUNTY"
"Harris, d","Albany",0,"CARROLL COUNTY"
"Hewes, d","Albany",0,"CARROLL COUNTY"
"Klobuchar, d","Albany",36,"CARROLL COUNTY"
"Koos, d","Albany",0,"CARROLL COUNTY"
"Kraus, d","Albany",0,"CARROLL COUNTY"
"Krichevsky, d","Albany",0,"CARROLL COUNTY"
"Moroz, d","Albany",0,"CARROLL COUNTY"
"Patrick, d","Albany",1,"CARROLL COUNTY"
"Sanders, d","Albany",69,"CARROLL COUNTY"
"Sestak, d","Albany",1,"CARROLL COUNTY"
"Sloan, d","Albany",0,"CARROLL COUNTY"
"Steyer, d","Albany",2,"CARROLL COUNTY"
"Thistle, d","Albany",0,"CARROLL COUNTY"
"Torgesen, d","Albany",0,"CARROLL COUNTY"
"Warren, d","Albany",19,"CARROLL COUNTY"
"Wells, d","Albany",0,"CARROLL COUNTY"
"Williamson, d","Albany",0,"CARROLL COUNTY"
"Yang, d","Albany",6,"CARROLL COUNTY"
"Scatter","Albany",0,"CARROLL COUNTY"
"Bennet, d","Bartlett",1,"CARROLL COUNTY"
"Biden, d","Bartlett",87,"CARROLL COUNTY"
"Booker, d","Bartlett",0,"CARROLL COUNTY"
"Boyd, d","Bartlett",0,"CARROLL COUNTY"
"Bullock, d","Bartlett",0,"CARROLL COUNTY"
"Burke, d","Bartlett",0,"CARROLL COUNTY"
"Buttigieg, d","Bartlett",214,"CARROLL COUNTY"
"Castro, d","Bartlett",0,"CARROLL COUNTY"
"De La Fuente, d","Bartlett",0,"CARROLL COUNTY"
"Delaney, d","Bartlett",0,"CARROLL COUNTY"
"Dunlap, d","Bartlett",0,"CARROLL COUNTY"
"Ellinger, d","Bartlett",0,"CARROLL COUNTY"
"Gabbard, d","Bartlett",31,"CARROLL COUNTY"
"Gleiberman, d","Bartlett",0,"CARROLL COUNTY"
"Greenstein, d","Bartlett",0,"CARROLL COUNTY"
"Harris, d","Bartlett",0,"CARROLL COUNTY"
"Hewes, d","Bartlett",0,"CARROLL COUNTY"
"Klobuchar, d","Bartlett",220,"CARROLL COUNTY"
"Koos, d","Bartlett",0,"CARROLL COUNTY"
"Kraus, d","Bartlett",0,"CARROLL COUNTY"
"Krichevsky, d","Bartlett",0,"CARROLL COUNTY"
"Moroz, d","Bartlett",0,"CARROLL COUNTY"
"Patrick, d","Bartlett",4,"CARROLL COUNTY"
"Sanders, d","Bartlett",219,"CARROLL COUNTY"
"Sestak, d","Bartlett",0,"CARROLL COUNTY"
"Sloan, d","Bartlett",0,"CARROLL COUNTY"
"Steyer, d","Bartlett",21,"CARROLL COUNTY"
"Thistle, d","Bartlett",0,"CARROLL COUNTY"
"Torgesen, d","Bartlett",0,"CARROLL COUNTY"
"Warren, d","Bartlett",81,"CARROLL COUNTY"
"Wells, d","Bartlett",0,"CARROLL COUNTY"
"Williamson, d","Bartlett",1,"CARROLL COUNTY"
"Yang, d","Bartlett",17,"CARROLL COUNTY"
"Scatter","Bartlett",0,"CARROLL COUNTY"
"Bennet, d","Brookfield",0,"CARROLL COUNTY"
"Biden, d","Brookfield",14,"CARROLL COUNTY"
"Booker, d","Brookfield",1,"CARROLL COUNTY"
"Boyd, d","Brookfield",0,"CARROLL COUNTY"
"Bullock, d","Brookfield",0,"CARROLL COUNTY"
"Burke, d","Brookfield",0,"CARROLL COUNTY"
"Buttigieg, d","Brookfield",43,"CARROLL COUNTY"
"Castro, d","Brookfield",0,"CARROLL COUNTY"
"De La Fuente, d","Brookfield",0,"CARROLL COUNTY"
"Delaney, d","Brookfield",0,"CARROLL COUNTY"
"Dunlap, d","Brookfield",0,"CARROLL COUNTY"
"Ellinger, d","Brookfield",0,"CARROLL COUNTY"
"Gabbard, d","Brookfield",4,"CARROLL COUNTY"
"Gleiberman, d","Brookfield",0,"CARROLL COUNTY"
"Greenstein, d","Brookfield",0,"CARROLL COUNTY"
"Harris, d","Brookfield",0,"CARROLL COUNTY"
"Hewes, d","Brookfield",0,"CARROLL COUNTY"
"Klobuchar, d","Brookfield",36,"CARROLL COUNTY"
"Koos, d","Brookfield",0,"CARROLL COUNTY"
"Kraus, d","Brookfield",0,"CARROLL COUNTY"
"Krichevsky, d","Brookfield",0,"CARROLL COUNTY"
"Moroz, d","Brookfield",0,"CARROLL COUNTY"
"Patrick, d","Brookfield",0,"CARROLL COUNTY"
"Sanders, d","Brookfield",38,"CARROLL COUNTY"
"Sestak, d","Brookfield",0,"CARROLL COUNTY"
"Sloan, d","Brookfield",0,"CARROLL COUNTY"
"Steyer, d","Brookfield",6,"CARROLL COUNTY"
"Thistle, d","Brookfield",0,"CARROLL COUNTY"
"Torgesen, d","Brookfield",0,"CARROLL COUNTY"
"Warren, d","Brookfield",9,"CARROLL COUNTY"
"Wells, d","Brookfield",0,"CARROLL COUNTY"
"Williamson, d","Brookfield",0,"CARROLL COUNTY"
"Yang, d","Brookfield",3,"CARROLL COUNTY"
"Scatter","Brookfield",0,"CARROLL COUNTY"
"Bennet, d","Chatham",0,"CARROLL COUNTY"
"Biden, d","Chatham",5,"CARROLL COUNTY"
"Booker, d","Chatham",0,"CARROLL COUNTY"
"Boyd, d","Chatham",0,"CARROLL COUNTY"
"Bullock, d","Chatham",0,"CARROLL COUNTY"
"Burke, d","Chatham",0,"CARROLL COUNTY"
"Buttigieg, d","Chatham",9,"CARROLL COUNTY"
"Castro, d","Chatham",0,"CARROLL COUNTY"
"De La Fuente, d","Chatham",0,"CARROLL COUNTY"
"Delaney, d","Chatham",0,"CARROLL COUNTY"
"Dunlap, d","Chatham",0,"CARROLL COUNTY"
"Ellinger, d","Chatham",0,"CARROLL COUNTY"
"Gabbard, d","Chatham",3,"CARROLL COUNTY"
"Gleiberman, d","Chatham",0,"CARROLL COUNTY"
"Greenstein, d","Chatham",0,"CARROLL COUNTY"
"Harris, d","Chatham",0,"CARROLL COUNTY"
"Hewes, d","Chatham",1,"CARROLL COUNTY"
"Klobuchar, d","Chatham",14,"CARROLL COUNTY"
"Koos, d","Chatham",0,"CARROLL COUNTY"
"Kraus, d","Chatham",0,"CARROLL COUNTY"
"Krichevsky, d","Chatham",0,"CARROLL COUNTY"
"Moroz, d","Chatham",0,"CARROLL COUNTY"
"Patrick, d","Chatham",1,"CARROLL COUNTY"
"Sanders, d","Chatham",25,"CARROLL COUNTY"
"Sestak, d","Chatham",0,"CARROLL COUNTY"
"Sloan, d","Chatham",0,"CARROLL COUNTY"
"Steyer, d","Chatham",0,"CARROLL COUNTY"
"Thistle, d","Chatham",0,"CARROLL COUNTY"
"Torgesen, d","Chatham",0,"CARROLL COUNTY"
"Warren, d","Chatham",2,"CARROLL COUNTY"
"Wells, d","Chatham",0,"CARROLL COUNTY"
"Williamson, d","Chatham",0,"CARROLL COUNTY"
"Yang, d","Chatham",0,"CARROLL COUNTY"
"Scatter","Chatham",0,"CARROLL COUNTY"
"Bennet, d","Conway",5,"CARROLL COUNTY"
"Biden, d","Conway",188,"CARROLL COUNTY"
"Booker, d","Conway",1,"CARROLL COUNTY"
"Boyd, d","Conway",0,"CARROLL COUNTY"
"Bullock, d","Conway",0,"CARROLL COUNTY"
"Burke, d","Conway",1,"CARROLL COUNTY"
"Buttigieg, d","Conway",534,"CARROLL COUNTY"
"Castro, d","Conway",0,"CARROLL COUNTY"
"De La Fuente, d","Conway",0,"CARROLL COUNTY"
"Delaney, d","Conway",2,"CARROLL COUNTY"
"Dunlap, d","Conway",0,"CARROLL COUNTY"
"Ellinger, d","Conway",0,"CARROLL COUNTY"
"Gabbard, d","Conway",79,"CARROLL COUNTY"
"Gleiberman, d","Conway",0,"CARROLL COUNTY"
"Greenstein, d","Conway",0,"CARROLL COUNTY"
"Harris, d","Conway",1,"CARROLL COUNTY"
"Hewes, d","Conway",0,"CARROLL COUNTY"
"Klobuchar, d","Conway",379,"CARROLL COUNTY"
"Koos, d","Conway",1,"CARROLL COUNTY"
"Kraus, d","Conway",0,"CARROLL COUNTY"
"Krichevsky, d","Conway",0,"CARROLL COUNTY"
"Moroz, d","Conway",0,"CARROLL COUNTY"
"Patrick, d","Conway",9,"CARROLL COUNTY"
"Sanders, d","Conway",587,"CARROLL COUNTY"
"Sestak, d","Conway",2,"CARROLL COUNTY"
"Sloan, d","Conway",0,"CARROLL COUNTY"
"Steyer, d","Conway",76,"CARROLL COUNTY"
"Thistle, d","Conway",0,"CARROLL COUNTY"
"Torgesen, d","Conway",1,"CARROLL COUNTY"
"Warren, d","Conway",172,"CARROLL COUNTY"
"Wells, d","Conway",0,"CARROLL COUNTY"
"Williamson, d","Conway",1,"CARROLL COUNTY"
"Yang, d","Conway",67,"CARROLL COUNTY"
"Scatter","Conway",0,"CARROLL COUNTY"
"Bennet, d","Eaton",0,"CARROLL COUNTY"
"Biden, d","Eaton",12,"CARROLL COUNTY"
"Booker, d","Eaton",0,"CARROLL COUNTY"
"Boyd, d","Eaton",0,"CARROLL COUNTY"
"Bullock, d","Eaton",0,"CARROLL COUNTY"
"Burke, d","Eaton",0,"CARROLL COUNTY"
"Buttigieg, d","Eaton",26,"CARROLL COUNTY"
"Castro, d","Eaton",0,"CARROLL COUNTY"
"De La Fuente, d","Eaton",0,"CARROLL COUNTY"
"Delaney, d","Eaton",0,"CARROLL COUNTY"
"Dunlap, d","Eaton",0,"CARROLL COUNTY"
"Ellinger, d","Eaton",0,"CARROLL COUNTY"
"Gabbard, d","Eaton",2,"CARROLL COUNTY"
"Gleiberman, d","Eaton",0,"CARROLL COUNTY"
"Greenstein, d","Eaton",0,"CARROLL COUNTY"
"Harris, d","Eaton",0,"CARROLL COUNTY"
"Hewes, d","Eaton",0,"CARROLL COUNTY"
"Klobuchar, d","Eaton",31,"CARROLL COUNTY"
"Koos, d","Eaton",0,"CARROLL COUNTY"
"Kraus, d","Eaton",0,"CARROLL COUNTY"
"Krichevsky, d","Eaton",0,"CARROLL COUNTY"
"Moroz, d","Eaton",0,"CARROLL COUNTY"
"Patrick, d","Eaton",0,"CARROLL COUNTY"
"Sanders, d","Eaton",45,"CARROLL COUNTY"
"Sestak, d","Eaton",0,"CARROLL COUNTY"
"Sloan, d","Eaton",0,"CARROLL COUNTY"
"Steyer, d","Eaton",4,"CARROLL COUNTY"
"Thistle, d","Eaton",0,"CARROLL COUNTY"
"Torgesen, d","Eaton",0,"CARROLL COUNTY"
"Warren, d","Eaton",10,"CARROLL COUNTY"
"Wells, d","Eaton",0,"CARROLL COUNTY"
"Williamson, d","Eaton",0,"CARROLL COUNTY"
"Yang, d","Eaton",1,"CARROLL COUNTY"
"Scatter","Eaton",0,"CARROLL COUNTY"
"Bennet, d","Effingham",1,"CARROLL COUNTY"
"Biden, d","Effingham",23,"CARROLL COUNTY"
"Booker, d","Effingham",0,"CARROLL COUNTY"
"Boyd, d","Effingham",0,"CARROLL COUNTY"
"Bullock, d","Effingham",0,"CARROLL COUNTY"
"Burke, d","Effingham",0,"CARROLL COUNTY"
"Buttigieg, d","Effingham",58,"CARROLL COUNTY"
"Castro, d","Effingham",0,"CARROLL COUNTY"
"De La Fuente, d","Effingham",0,"CARROLL COUNTY"
"Delaney, d","Effingham",0,"CARROLL COUNTY"
"Dunlap, d","Effingham",0,"CARROLL COUNTY"
"Ellinger, d","Effingham",0,"CARROLL COUNTY"
"Gabbard, d","Effingham",20,"CARROLL COUNTY"
"Gleiberman, d","Effingham",0,"CARROLL COUNTY"
"Greenstein, d","Effingham",0,"CARROLL COUNTY"
"Harris, d","Effingham",2,"CARROLL COUNTY"
"Hewes, d","Effingham",0,"CARROLL COUNTY"
"Klobuchar, d","Effingham",55,"CARROLL COUNTY"
"Koos, d","Effingham",0,"CARROLL COUNTY"
"Kraus, d","Effingham",0,"CARROLL COUNTY"
"Krichevsky, d","Effingham",0,"CARROLL COUNTY"
"Moroz, d","Effingham",0,"CARROLL COUNTY"
"Patrick, d","Effingham",0,"CARROLL COUNTY"
"Sanders, d","Effingham",61,"CARROLL COUNTY"
"Sestak, d","Effingham",0,"CARROLL COUNTY"
"Sloan, d","Effingham",0,"CARROLL COUNTY"
"Steyer, d","Effingham",9,"CARROLL COUNTY"
"Thistle, d","Effingham",0,"CARROLL COUNTY"
"Torgesen, d","Effingham",0,"CARROLL COUNTY"
"Warren, d","Effingham",15,"CARROLL COUNTY"
"Wells, d","Effingham",0,"CARROLL COUNTY"
"Williamson, d","Effingham",0,"CARROLL COUNTY"
"Yang, d","Effingham",2,"CARROLL COUNTY"
"Scatter","Effingham",0,"CARROLL COUNTY"
"Bennet, d","Freedom",1,"CARROLL COUNTY"
"Biden, d","Freedom",26,"CARROLL COUNTY"
"Booker, d","Freedom",3,"CARROLL COUNTY"
"Boyd, d","Freedom",0,"CARROLL COUNTY"
"Bullock, d","Freedom",0,"CARROLL COUNTY"
"Burke, d","Freedom",0,"CARROLL COUNTY"
"Buttigieg, d","Freedom",134,"CARROLL COUNTY"
"Castro, d","Freedom",0,"CARROLL COUNTY"
"De La Fuente, d","Freedom",0,"CARROLL COUNTY"
"Delaney, d","Freedom",0,"CARROLL COUNTY"
"Dunlap, d","Freedom",0,"CARROLL COUNTY"
"Ellinger, d","Freedom",0,"CARROLL COUNTY"
"Gabbard, d","Freedom",11,"CARROLL COUNTY"
"Gleiberman, d","Freedom",0,"CARROLL COUNTY"
"Greenstein, d","Freedom",0,"CARROLL COUNTY"
"Harris, d","Freedom",0,"CARROLL COUNTY"
"Hewes, d","Freedom",0,"CARROLL COUNTY"
"Klobuchar, d","Freedom",69,"CARROLL COUNTY"
"Koos, d","Freedom",0,"CARROLL COUNTY"
"Kraus, d","Freedom",0,"CARROLL COUNTY"
"Krichevsky, d","Freedom",0,"CARROLL COUNTY"
"Moroz, d","Freedom",0,"CARROLL COUNTY"
"Patrick, d","Freedom",0,"CARROLL COUNTY"
"Sanders, d","Freedom",74,"CARROLL COUNTY"
"Sestak, d","Freedom",1,"CARROLL COUNTY"
"Sloan, d","Freedom",0,"CARROLL COUNTY"
"Steyer, d","Freedom",7,"CARROLL COUNTY"
"Thistle, d","Freedom",0,"CARROLL COUNTY"
"Torgesen, d","Freedom",0,"CARROLL COUNTY"
"Warren, d","Freedom",21,"CARROLL COUNTY"
"Wells, d","Freedom",0,"CARROLL COUNTY"
"Williamson, d","Freedom",0,"CARROLL COUNTY"
"Yang, d","Freedom",3,"CARROLL COUNTY"
"Scatter","Freedom",0,"CARROLL COUNTY"
"Bennet, d","Hales Loc.",0,"CARROLL COUNTY"
"Biden, d","Hales Loc.",0,"CARROLL COUNTY"
"Booker, d","Hales Loc.",0,"CARROLL COUNTY"
"Boyd, d","Hales Loc.",0,"CARROLL COUNTY"
"Bullock, d","Hales Loc.",0,"CARROLL COUNTY"
"Burke, d","Hales Loc.",0,"CARROLL COUNTY"
"Buttigieg, d","Hales Loc.",5,"CARROLL COUNTY"
"Castro, d","Hales Loc.",0,"CARROLL COUNTY"
"De La Fuente, d","Hales Loc.",0,"CARROLL COUNTY"
"Delaney, d","Hales Loc.",0,"CARROLL COUNTY"
"Dunlap, d","Hales Loc.",0,"CARROLL COUNTY"
"Ellinger, d","Hales Loc.",0,"CARROLL COUNTY"
"Gabbard, d","Hales Loc.",1,"CARROLL COUNTY"
"Gleiberman, d","Hales Loc.",0,"CARROLL COUNTY"
"Greenstein, d","Hales Loc.",0,"CARROLL COUNTY"
"Harris, d","Hales Loc.",0,"CARROLL COUNTY"
"Hewes, d","Hales Loc.",0,"CARROLL COUNTY"
"Klobuchar, d","Hales Loc.",8,"CARROLL COUNTY"
"Koos, d","Hales Loc.",0,"CARROLL COUNTY"
"Kraus, d","Hales Loc.",0,"CARROLL COUNTY"
"Krichevsky, d","Hales Loc.",0,"CARROLL COUNTY"
"Moroz, d","Hales Loc.",0,"CARROLL COUNTY"
"Patrick, d","Hales Loc.",0,"CARROLL COUNTY"
"Sanders, d","Hales Loc.",5,"CARROLL COUNTY"
"Sestak, d","Hales Loc.",0,"CARROLL COUNTY"
"Sloan, d","Hales Loc.",0,"CARROLL COUNTY"
"Steyer, d","Hales Loc.",0,"CARROLL COUNTY"
"Thistle, d","Hales Loc.",0,"CARROLL COUNTY"
"Torgesen, d","Hales Loc.",0,"CARROLL COUNTY"
"Warren, d","Hales Loc.",2,"CARROLL COUNTY"
"Wells, d","Hales Loc.",0,"CARROLL COUNTY"
"Williamson, d","Hales Loc.",0,"CARROLL COUNTY"
"Yang, d","Hales Loc.",0,"CARROLL COUNTY"
"Scatter","Hales Loc.",0,"CARROLL COUNTY"
"Bennet, d","Harts Loc.",0,"CARROLL COUNTY"
"Biden, d","Harts Loc.",1,"CARROLL COUNTY"
"Booker, d","Harts Loc.",0,"CARROLL COUNTY"
"Boyd, d","Harts Loc.",0,"CARROLL COUNTY"
"Bullock, d","Harts Loc.",0,"CARROLL COUNTY"
"Burke, d","Harts Loc.",0,"CARROLL COUNTY"
"Buttigieg, d","Harts Loc.",0,"CARROLL COUNTY"
"Castro, d","Harts Loc.",0,"CARROLL COUNTY"
"De La Fuente, d","Harts Loc.",0,"CARROLL COUNTY"
"Delaney, d","Harts Loc.",0,"CARROLL COUNTY"
"Dunlap, d","Harts Loc.",0,"CARROLL COUNTY"
"Ellinger, d","Harts Loc.",0,"CARROLL COUNTY"
"Gabbard, d","Harts Loc.",1,"CARROLL COUNTY"
"Gleiberman, d","Harts Loc.",0,"CARROLL COUNTY"
"Greenstein, d","Harts Loc.",0,"CARROLL COUNTY"
"Harris, d","Harts Loc.",0,"CARROLL COUNTY"
"Hewes, d","Harts Loc.",0,"CARROLL COUNTY"
"Klobuchar, d","Harts Loc.",6,"CARROLL COUNTY"
"Koos, d","Harts Loc.",0,"CARROLL COUNTY"
"Kraus, d","Harts Loc.",0,"CARROLL COUNTY"
"Krichevsky, d","Harts Loc.",0,"CARROLL COUNTY"
"Moroz, d","Harts Loc.",0,"CARROLL COUNTY"
"Patrick, d","Harts Loc.",0,"CARROLL COUNTY"
"Sanders, d","Harts Loc.",2,"CARROLL COUNTY"
"Sestak, d","Harts Loc.",0,"CARROLL COUNTY"
"Sloan, d","Harts Loc.",0,"CARROLL COUNTY"
"Steyer, d","Harts Loc.",0,"CARROLL COUNTY"
"Thistle, d","Harts Loc.",0,"CARROLL COUNTY"
"Torgesen, d","Harts Loc.",0,"CARROLL COUNTY"
"Warren, d","Harts Loc.",4,"CARROLL COUNTY"
"Wells, d","Harts Loc.",0,"CARROLL COUNTY"
"Williamson, d","Harts Loc.",0,"CARROLL COUNTY"
"Yang, d","Harts Loc.",3,"CARROLL COUNTY"
"Scatter","Harts Loc.",0,"CARROLL COUNTY"
"Bennet, d","Jackson",0,"CARROLL COUNTY"
"Biden, d","Jackson",36,"CARROLL COUNTY"
"Booker, d","Jackson",0,"CARROLL COUNTY"
"Boyd, d","Jackson",0,"CARROLL COUNTY"
"Bullock, d","Jackson",0,"CARROLL COUNTY"
"Burke, d","Jackson",0,"CARROLL COUNTY"
"Buttigieg, d","Jackson",97,"CARROLL COUNTY"
"Castro, d","Jackson",0,"CARROLL COUNTY"
"De La Fuente, d","Jackson",0,"CARROLL COUNTY"
"Delaney, d","Jackson",0,"CARROLL COUNTY"
"Dunlap, d","Jackson",0,"CARROLL COUNTY"
"Ellinger, d","Jackson",0,"CARROLL COUNTY"
"Gabbard, d","Jackson",6,"CARROLL COUNTY"
"Gleiberman, d","Jackson",0,"CARROLL COUNTY"
"Greenstein, d","Jackson",0,"CARROLL COUNTY"
"Harris, d","Jackson",0,"CARROLL COUNTY"
"Hewes, d","Jackson",0,"CARROLL COUNTY"
"Klobuchar, d","Jackson",113,"CARROLL COUNTY"
"Koos, d","Jackson",0,"CARROLL COUNTY"
"Kraus, d","Jackson",0,"CARROLL COUNTY"
"Krichevsky, d","Jackson",0,"CARROLL COUNTY"
"Moroz, d","Jackson",0,"CARROLL COUNTY"
"Patrick, d","Jackson",2,"CARROLL COUNTY"
"Sanders, d","Jackson",116,"CARROLL COUNTY"
"Sestak, d","Jackson",0,"CARROLL COUNTY"
"Sloan, d","Jackson",0,"CARROLL COUNTY"
"Steyer, d","Jackson",7,"CARROLL COUNTY"
"Thistle, d","Jackson",0,"CARROLL COUNTY"
"Torgesen, d","Jackson",0,"CARROLL COUNTY"
"Warren, d","Jackson",46,"CARROLL COUNTY"
"Wells, d","Jackson",0,"CARROLL COUNTY"
"Williamson, d","Jackson",0,"CARROLL COUNTY"
"Yang, d","Jackson",6,"CARROLL COUNTY"
"Scatter","Jackson",0,"CARROLL COUNTY"
"Bennet, d","Madison",2,"CARROLL COUNTY"
"Biden, d","Madison",64,"CARROLL COUNTY"
"Booker, d","Madison",0,"CARROLL COUNTY"
"Boyd, d","Madison",0,"CARROLL COUNTY"
"Bullock, d","Madison",0,"CARROLL COUNTY"
